# Разговорная частота слов, измеренная миссией tt-dict-accept одним проходом по корпусам.
# Одна строка — слово и число его вхождений в обучающей части разговорных корпусов ПОСЛЕ
# фильтрации (`research/corpus/filters.py`). Ровно эта величина стоит в колонке `train_freq`
# очереди приёмки; здесь она есть и для слов, которых в очереди нет, — для тех, что уже стоят
# в поставляемом словаре.
#
# Зачем этот файл коммитится. Досье разделяет два вопроса: СОСТАВ словаря режется вторым
# независимым источником, ЧАСТОТЫ берутся из всего корпуса целиком, включая OpenSubtitles.
# Значит разговорную частоту надо прибавить и поставляемым словам тоже, иначе шкалы
# расходятся: у новичка частота из 482 млн токенов субтитров, у старожила — из письменного
# Leipzig. Первая сборка этой миссии так и ошиблась, и на префиксе «пап» тройка стала
# `папочка|папин|папочку`. Без этого файла пересборка требовала бы 1,5 ГБ корпуса на диске.
#
# Строк только для слов, которые могут оказаться в ассете: поставляемый словарь плюс очередь.
# Слова с нулевой разговорной частотой пропущены.
# Источник: Tatoeba-v2026-07-08.tt.txt.gz OpenSubtitles-v2024.tt.txt.gz
# Базовый ассет: 2d98ed359aa11261a5042a13c5ca9459c6e365c6ab4bf0563d0e3604a7485cae
# Пересоздаётся: python3 research/corpus/measure_accept.py <tag> out/shipped-1.8.4 <корпуса>
word	conv_freq
дустыбызны	6
дустыгыз	22
дустыгызга	4
дустыгызны	3
дустым	257
дустыма	6
дустымнан	4
дустымны	19
дустымның	9
дустымы	3
дустын	10
дустына	4
дустыннан	5
дустың	75
дустыңа	11
дустыңны	19
дустыңның	4
дучар	24
душ	21
душта	8
дуңгыз	34
дуңгызлар	9
дуңгызны	6
дуңгызы	4
дым	4
дымлы	13
дүрт	218
дүртенче	39
дүртенчесе	3
дүртесен	3
дүрткә	4
дүрттә	6
дүрттән	6
дүртәү	11
дүшәмбе	50
дүшәмбегә	14
дүшәмбедә	6
дүшәмбедән	5
дә	5170
дәва	5
дәвалады	3
дәваладыгыз	3
дәвалап	9
дәваларга	9
дәваларлар	4
дәвалау	18
дәвалый	18
дәвалыйк	3
дәвалыйм	4
дәвам	253
дәвамлыгы	3
дәвамы	8
дәвамында	45
дәверендә	3
дәгъва	6
дәлил	30
дәлиле	10
дәлилләр	25
дәлилләрен	4
дәлилләрне	4
дәлилне	3
дәме	7
дән	15
дәрвиш	3
дәрес	16
дәресе	6
дәресендә	4
дәрескә	9
дәреслеген	4
дәреслек	4
дәресләр	19
дәресләре	8
дәресләрен	5
дәресләренә	3
дәресләрне	8
дәресне	6
дәрестә	7
дәрестән	3
дәрман	4
дәррәү	4
дәрт	11
дәртле	11
дәртләндерә	3
дәртләнеп	6
дәртне	3
дәрәҗә	18
дәрәҗәгә	8
дәрәҗәдә	60
дәрәҗәдәге	13
дәрәҗәле	11
дәрәҗәләр	4
дәрәҗәсе	23
дәрәҗәсен	10
дәрәҗәсендә	5
дәрәҗәсенә	9
дәфтәр	5
дәфтәргә	3
дәфтәрләр	5
дәш	3
дәшми	21
дәшмим	4
дәшмичә	7
дәшмә	23
дәшмәгез	3
дәшмәде	5
дәшмәскә	8
дәшә	8
дәү	9
дәүләт	122
дәүләте	8
дәүләткә	3
дәүләтләр	5
дәүләтне	4
дәүләтнең	8
дәүләттән	3
дәһрилек	3
дәһшәтле	5
дөге	12
дөнья	290
дөньяви	3
дөньяга	72
дөньяда	178
дөньядагы	38
дөньядан	22
дөньякүләм	18
дөньялар	7
дөньям	3
дөньяны	89
дөньяның	44
дөньясы	23
дөньясына	12
дөньясында	13
дөньясының	3
дөньяңны	4
дөрес	548
дөресен	201
дөреслегенә	4
дөреслек	29
дөреслеккә	4
дөреслекне	33
дөреслекнең	3
дөреслектән	5
дөресме	103
дөресне	3
дөресрәге	17
дөресрәк	8
дөя	8
дөяне	5
евгений	3
евро	15
еврога	4
европада	3
ега	3
егар	4
егерме	100
егерменче	10
егет	280
егете	16
егетем	9
егетенең	3
егетең	7
егетеңне	3
егеткә	13
егетләр	121
егетләргә	6
егетләре	4
егетләрең	3
егетләрне	5
егетләрнең	4
егетне	49
егетнең	18
егеттән	5
его	3
егыла	10
егылам	3
егылган	5
егылганны	3
егылганчы	3
егылгач	3
егылды	9
егылдым	7
егылма	3
егылмый	4
егылсаң	4
егылу	3
егылып	51
егылырсың	5
егәрлектәге	6
екты	3
ел	648
ела	6
елаганын	10
елады	10
еладым	4
елак	9
елама	12
еламаган	3
еламагыз	3
еламый	4
елан	33
еланбалыклар	3
еланга	5
еланнар	7
еланнарны	4
еланның	5
елап	32
елар	5
еларга	8
елата	4
елаттым	3
елау	5
елаудан	5
елга	131
елгага	11
елгада	13
елгалар	10
елгалары	5
елганы	8
елганың	6
елгасы	8
елгасының	3
елгы	13
елгыр	3
елда	171
елдан	95
елена	6
елкы	3
еллар	95
елларда	42
еллардагы	3
еллардан	4
елларны	4
еллары	5
елларында	5
еллыгы	3
еллык	31
елмаеп	21
елмай	4
елмайганын	3
елмайды	32
елмаймады	4
елмаймый	3
елмайса	3
елмаю	11
елмаюы	5
елмаюын	3
елмаюыңны	4
елмая	15
елмаясың	6
елмаясыңмы	3
елны	42
елның	54
елы	7
елый	31
елыйм	6
елыйсы	3
елыйсың	3
елыйсыңмы	3
елым	3
елын	4
елына	20
елында	4
ераграк	63
ерак	139
еракка	15
ераккарак	12
ераклаша	5
ераклык	5
ераклыкны	3
ераклыкта	45
ераклыктагы	6
еракмы	18
еракта	31
ерактагы	4
ерактан	27
ерма	4
ерткыч	8
ерткычлар	5
ерттым	3
ертылган	5
ертылып	3
ертып	11
ерып	6
ефәк	17
еш	200
ешлык	6
ешлыкны	4
ешлыктагы	3
ешрак	24
жан	5
желе	3
журнал	15
журналист	3
журналистлар	8
журналисты	3
журналны	5
журналчы	4
журналы	7
за	4
завод	10
заводка	3
заводта	7
заводы	10
заводында	4
заказ	53
заказны	6
закон	7
законнарны	3
законны	3
законсыз	3
залда	3
залим	5
залы	4
заман	40
замана	4
заманалар	5
заманга	4
заманда	26
заманнар	3
заманнарда	9
заманнардан	5
заманча	20
заманында	17
заманындагы	4
заманәлиф	3
запас	10
запасы	4
зарар	11
зарарланган	9
зарарлану	3
зарарлы	13
зарарлый	4
зарарсыз	10
зарлана	14
зарланалар	3
зарланды	5
зарланма	3
зарлану	7
зарланудан	3
зарланып	3
зарланырга	6
зарур	3
зарурлыгы	4
зарыгып	3
зат	16
затлар	6
затлары	3
затлы	8
заты	5
зепп	4
зилзилә	4
зина	6
зинасы	3
зиначы	3
зиннәте	4
зиннәтле	8
зинһар	785
зионны	3
зират	6
зиратка	5
зири	56
зириның	4
зирәк	28
зирәклек	7
зодиак	4
зодның	3
золым	8
зомби	9
зомбилар	3
зонд	4
зондны	4
зоопаркка	10
зоопарктан	3
зор	3
зур	727
зурая	5
зурга	3
зурлар	3
зурлыгы	6
зурлыгындагы	5
зурлыкта	6
зурлыктагы	5
зурмы	3
зуррак	60
зурысы	7
зыялы	8
зыялылар	3
зыян	193
зыянлы	4
зыянны	6
зыянсыз	4
зыяны	3
зэпп	3
зәвыкта	3
зәгыйфь	18
зәйтүн	11
зәркән	6
зәңгәр	101
зәһәр	3
зәһәрле	3
и	37
иблис	14
иблисне	3
иганә	12
иганәчесе	6
игезәк	7
игезәкләр	8
игелек	6
игелекле	38
игелекчеләр	8
иген	5
игеннәр	4
игорь	3
игълан	67
игъланда	3
игъланны	3
игътибар	208
игътибарга	3
игътибарлы	24
игътибарлырак	7
игътибарны	16
игътибарсыз	34
игътибарсызлык	3
игътибары	3
игътибарыгызны	6
игътибарымны	9
игътибарын	11
игътибарыңны	5
идарә	151
идарәгә	7
идарәдә	4
идарәне	16
идарәсе	12
идарәсез	6
идарәсендә	4
иде	4277
идеаль	14
идегез	154
идегезме	60
идек	263
идекме	4
иделдә	3
иделәр	22
идем	1856
идеме	99
идемени	4
идемме	15
идея	30
идеяләре	3
идеяне	3
идеясе	6
идең	384
идеңме	107
идән	24
идәнгә	21
идәндә	17
идәрә	5
иел	13
иелгән	4
иелгәнгә	4
иелегез	4
иелеп	3
иен	5
из	3
изге	104
изүе	3
изә	4
ике	1159
икебез	70
икебезгә	6
икебезне	7
икегез	50
икегезгә	6
икегезне	12
икегезнең	3
икегә	12
икедә	3
икейөзле	12
икеле	16
икеләнеп	4
икеләнмичә	13
икеләтә	29
икеме	3
икене	20
икенче	395
икенчедән	16
икенчел	6
икенчеләре	4
икенчене	3
икенчесе	38
икенчесен	20
икенчесендә	4
икенчесенә	27
икесе	87
икесен	27
икесенең	12
икешәр	7
икешәрле	4
икмәге	6
икмәк	56
икмәкне	5
икърар	6
икътисад	9
икътисади	6
икътисадның	3
икътисадый	12
икән	525
икәне	11
икәнебезне	26
икәнегезне	32
икәнемне	79
икәнен	929
икәнендә	4
икәненә	10
икәнеңне	100
икәнеңә	4
икәнлегемне	3
икәнлеген	32
икәнлегенә	6
икәнме	3
икәнне	3
икәннәрен	5
икәнсез	4
икәнсең	15
икәү	42
икәүләп	4
ил	182
илаһи	5
илгә	30
илдә	64
илдәге	4
илдән	19
иле	21
илебез	3
илебезнең	5
илем	10
илемә	3
илен	13
илендә	12
иленнән	5
илең	3
илкүләм	3
илле	34
илледән	4
илленче	6
иллюзия	14
иллюзияләр	4
илләр	16
илләргә	3
илләрдә	10
илләрендә	9
илләрнең	5
илне	14
илнең	28
илт	6
илтегез	12
илтеп	27
илтербез	3
илтергә	9
илтермен	3
илткән	4
илтү	6
илтә	19
илтәм	6
илче	7
илчелеге	4
илһам	13
иләк	3
иләмән	3
им	4
имам	3
иман	12
имансыз	5
иманым	3
иманыңны	5
име	9
имезлек	3
имезүче	5
имезүчеләр	6
имеш	63
имештер	4
имза	4
имзасыз	7
имин	76
иминият	9
иминияте	3
иминле	3
иминлеге	10
иминлегең	4
иминлек	53
иминлектә	51
иминлектәме	5
иминме	5
иммун	4
иммунитет	3
империалистик	3
империя	23
империясен	3
империячел	4
импульс	3
импульсын	3
имралар	3
имтихан	28
имтиханнан	4
имтиханнар	3
имтиханнарны	3
имтиханны	11
имтиханы	3
имче	17
имчегә	3
имчеләр	3
имчене	3
имчәк	4
имән	22
инана	4
инану	3
инаныгыз	4
инанырга	6
инвалид	4
инвалидлар	4
инвентаризация	3
инвестицияләр	4
ингалятор	4
инглиз	124
инглизләр	5
инглизчә	76
индастриз	4
инде	2176
индеецлар	5
индексы	4
индонезия	4
инерт	3
инеш	6
инештә	5
инештән	3
инженер	3
инженерлар	3
инкарь	9
инкыйлаб	12
инкыйлаби	3
инкыйлабка	3
инкыйлаблар	4
иннек	3
инсаният	3
инстинктив	3
институтта	3
интегә	9
интеллект	8
интервью	5
интернет	17
интернетка	8
интернетта	22
интернеттан	8
интуитив	3
инфекция	21
инфляция	3
инфляцияне	3
инә	7
инәләр	3
ипи	37
ипигә	3
ипидән	3
ипине	5
иптәш	133
иптәше	6
иптәшегез	5
иптәшем	10
иптәшең	8
иптәшләр	78
иптәшләрен	3
ир	152
иргә	6
ире	28
иреге	19
ирегез	18
ирегезгә	3
ирегезнең	5
иреген	10
ирегеннән	4
ирек	81
иреккә	14
ирекле	88
иреклеме	4
ирекләргә	3
ирекләрен	3
ирекләрне	3
ирекне	5
ирексездән	6
ирексезләп	4
иректә	10
ирем	48
иремне	11
иремнең	4
иремә	4
ирен	7
иреннән	6
иреннәр	4
иреннәре	3
иреннәрен	3
иренчәк	4
иренә	4
ирешелгән	3
ирешеп	9
ирешер	5
ирешергә	18
ирешкән	8
иреште	12
ирештегез	3
ирештек	3
ирештем	8
ирешү	31
ирешә	33
ирешәсең	3
ирешәчәк	6
ирең	22
иреңне	4
иреңә	3
иркен	33
иркенлек	5
иркә	6
ирләр	25
ирләргә	5
ирләре	4
ирләрне	6
ирләрнең	4
ирне	4
ирнең	5
иртүк	7
иртә	200
иртәгә	401
иртәгәге	7
иртәгәгә	13
иртәгәдән	5
иртәдән	11
иртәләрен	4
иртәме	8
иртән	148
иртәнге	111
иртәнгә	10
иртәне	5
иртәрәк	91
ис	48
исбат	20
исбатла	7
исбатларга	8
исбатлау	6
исбатлый	4
исе	56
исегезгә	5
исегездә	9
исем	86
исемгә	3
исемдә	5
исемдәге	3
